image_path,response,trace,groundtruth,prompt
data/diagram_image_to_text/diagram_image_to_text0.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:31.916614029Z' done=True done_reason='stop' total_duration=23695607229 load_duration=18205208202 prompt_eval_count=6608 prompt_eval_duration=4946726125 eval_count=7 eval_duration=36506705 message=Message(role='assistant', content='\nFlowchart of the Process', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 23.70278000831604, 'cpu_used': 0.0, 'mem_used': 0}","{'user': 'Break down the diagram into its components and explain their interrelations.', 'assistant': 'Database searches n=408, Conference abstracts n=16, and clinicaltrials.gov n=68 are connected with Records identified n=492 which is then connected with both Records screened and Duplicates removed. Records screened is then connected with both Records independently screened by two reviewers and Clearly irrelevant records removed. Then, Records independently screened by two reviewers is connected with Full-text articles retrieved and Irrelevant records removed. Full-text articles retrieved is then connected with both Stop the process and Update.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text1.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:32.867213534Z' done=True done_reason='stop' total_duration=948062275 load_duration=139051586 prompt_eval_count=3692 prompt_eval_duration=442709822 eval_count=19 eval_duration=88041266 message=Message(role='assistant', content='\nflowchart for determining whether to give a patient two or one dose of medication', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 0.9508557319641113, 'cpu_used': 0.0, 'mem_used': 0}","{'user': 'Detail the hierarchical structure of the components in this diagram.', 'assistant': ""If Got the first dose? is Yes then 1 dose and if Got the first dose? is No/Don't know then Got second dose?. If Got second dose? is Yes then 1 dose and if Got second dose? is No/Don't know then 2 doses."", 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text10.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:33.725482135Z' done=True done_reason='stop' total_duration=852705463 load_duration=98177119 prompt_eval_count=3692 prompt_eval_duration=443413398 eval_count=9 eval_duration=41161687 message=Message(role='assistant', content='\nHans Albert Einstein', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 0.8601601123809814, 'cpu_used': 0.0, 'mem_used': 0}","{'user': 'Delineate the roles of the components within this diagram.', 'assistant': 'Hans Albert Einstein is Son of Albert Einstein. Mileva Maric is wife of Albert Einstein and Albert Einstein is son of Hermann Einstein. Also, Albert Einstein was born in German Empire.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text11.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:34.410820193Z' done=True done_reason='stop' total_duration=676733459 load_duration=93410093 prompt_eval_count=776 prompt_eval_duration=94027985 eval_count=87 eval_duration=361644962 message=Message(role='assistant', content='\nThe diagram shows a simple home automation system using an Arduino microcontroller as the central processing unit. The sensor is connected to the Arduino via a line labeled ""Sensor,"" which then sends data to the Arduino. The Arduino processes this data and sends it to the Home Automation component, which is represented by the box with the label ""Home automation."" This setup allows for remote control of various home devices through an app or voice commands.', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 0.6815197467803955, 'cpu_used': 1.5, 'mem_used': 0}","{'user': 'Analyze the diagram and describe the dependency between its elements.', 'assistant': 'Sensor is connected with Arduino which is then connected with Home automation.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text12.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:36.191323407Z' done=True done_reason='stop' total_duration=1754471195 load_duration=134751981 prompt_eval_count=7337 prompt_eval_duration=996237477 eval_count=10 eval_duration=49879861 message=Message(role='assistant', content='\nFlowchart for determining if a trip exists', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 1.779470682144165, 'cpu_used': 1.1, 'mem_used': 1351680}","{'user': 'Detail the cause-and-effect relationships within this diagram.', 'assistant': 'Inferred OD is connected with Get array of paths from O to D which is then connected with Find the best route which is further connected with Trip exists?. If Trip exists? is No then Arrival Time Inference Fails and if Trip exists? is Yes then Find arrival time at segment alighting location which is then connected with Arrival Time?. If Arrival Time? is No then Next trip which is then connected with Trip exists? and if Arrival Time? is Yes then Final segment which if Final segment is No then Check another one which is then connected with Find the best route and if Final segment is Yes then alighting time + egress time = arrival time.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text13.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:36.58849837Z' done=True done_reason='stop' total_duration=391708468 load_duration=107889029 prompt_eval_count=776 prompt_eval_duration=90637496 eval_count=30 eval_duration=124402024 message=Message(role='assistant', content='\nStart is connected with Step 1 which is then connected with Decision. If Decision is No then Update and if Decision is Yes then End.', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 0.3962125778198242, 'cpu_used': 0.0, 'mem_used': 0}","{'user': 'Detail the hierarchical structure of the components in this diagram.', 'assistant': 'Start is connected with Step 1 which is then connected with Decision. If Decision is No then Update which is then connected with Step 1 and if Decision is Yes then End.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text14.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:38.247873312Z' done=True done_reason='stop' total_duration=1650584453 load_duration=131858926 prompt_eval_count=5150 prompt_eval_duration=652232392 eval_count=82 eval_duration=396577178 message=Message(role='assistant', content='\nMemory is connected with Tx:Epely maneuver which is then connected with Positional test. If Positional test is Treatment failure then Random allocation and if Positional test is Resolution of the PC-BPPV then Malware Test. If Malware Test is Tx: Semont maneuver then Positional test and if Malware Test is End of study then End of study.', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 1.6574466228485107, 'cpu_used': 0.6, 'mem_used': 0}","{'user': 'Summarize the interactions among the components shown in the diagram.', 'assistant': 'Memory is connected with Tx: Epely maneuver which is then connected with Positional test. If Positional test is Resolution of the PC-BPPV then End of Study and If Positional test is Treatment failure then Random allocation. Random allocation is then connected with both Malware Test and Tx: Semont maneuver. Also, Malware Test and Tx: Semont maneuver both are connected with Positional test which is finally connected with End of study.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text2.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:38.544189593Z' done=True done_reason='stop' total_duration=294292824 load_duration=126368015 prompt_eval_count=776 prompt_eval_duration=95744874 eval_count=3 eval_duration=12118585 message=Message(role='assistant', content='\nOffice', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 0.2973759174346924, 'cpu_used': 0.0, 'mem_used': 0}","{'user': 'Map out and interpret the links among diagram components.', 'assistant': 'Office is connected with home.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text3.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:39.601945214Z' done=True done_reason='stop' total_duration=1052102335 load_duration=130336314 prompt_eval_count=2234 prompt_eval_duration=257268709 eval_count=102 eval_duration=455768006 message=Message(role='assistant', content='\nThe diagram shows the process of making a machine in a factory setting. It includes several components such as valves, cylinders, control circuit, condenser, and service unit. The valves are used to control the flow of air through the system, while the cylinders and control circuit work together to regulate the temperature and pressure within the system. The condenser is responsible for cooling the fluids in the system, and the service unit provides maintenance and repair services.', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 1.0564591884613037, 'cpu_used': 0.9, 'mem_used': 0}","{'user': 'Chart the connections and roles of the diagram’s components.', 'assistant': 'Circuit is connected with Process which is then connected with CONTROL CIRCUIT which is further connected with VALVES. If Condenser is Air then SERVICE UNIT F,R,L,P which if SERVICE UNIT F,R,L,P is Lubricated Air then VALVES which is then connected with CYLINDER.', 'source': 'Diagram-Image-to-Text'}
",
data/diagram_image_to_text/diagram_image_to_text4.png,"model='granite3.2-vision:2b' created_at='2026-01-18T22:50:40.4904338Z' done=True done_reason='stop' total_duration=883377183 load_duration=134293796 prompt_eval_count=776 prompt_eval_duration=92722872 eval_count=124 eval_duration=518348520 message=Message(role='assistant', content='\nTo create a flowchart for this process, we would start with the ""Start"" node, then proceed to the ""Add"" node, followed by the ""Sub"" decision point, which leads to either the ""Update"" or ""Print"" nodes depending on the outcome of the sub-decision. Finally, we end at the ""Stop"" node. Here\'s a simple representation:\n\n```\nStart -> Add -> Sub (Decision) -> Update/Print -> Stop\n```\n\nThis flowchart would visually represent the process with arrows indicating the direction of flow from one step to the next.', thinking=None, images=None, tool_name=None, tool_calls=None)","{'duration': 0.8875465393066406, 'cpu_used': 0.0, 'mem_used': 0}","{'user': 'Elucidate the sequence of operations depicted in the diagram.', 'assistant': 'Start is connected with Add which is then connected with Sub. Sub is then connected with both Update and Print. Also, both Update and Print are connected with Stop.', 'source': 'Diagram-Image-to-Text'}
",
